"","USUBJID","SPREFID","DOSDUR","ROUTE","LBTESTCD","LBCAT","LBORRES","LBORRESU","LBDY","LBMETHOD","LBSPEC","SEX","INITBW","SPECIES","STRAIN","TRTV","START_YEAR","AGE","AGEU","anesthetics"
"603","Study-09-0003","Study-09","4 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",150,"mmol/l",25,"iBroker:Na-ISE","SERUM","M",173,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"604","Study-09-0003","Study-09","4 week","INTRAGASTRIC","BW_D14","",261,"g",14,"","","M",173,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"605","Study-09-0004","Study-09","4 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",3.39,"mmol/l",25,"iBroker:P","SERUM","M",198,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"606","Study-09-0004","Study-09","4 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",149,"mmol/l",25,"iBroker:Na-ISE","SERUM","M",198,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"607","Study-09-0004","Study-09","4 week","INTRAGASTRIC","BW_D14","",292,"g",14,"","","M",198,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"608","Study-09-0004","Study-09","4 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.51,"mmol/l",25,"iBroker:CA-FARBT","SERUM","M",198,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"609","Study-09-0004","Study-09","4 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.06,"T/l",25,"iBroker:ERY","PLASMA","M",198,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"610","Study-09-0004","Study-09","4 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",6.4,"mmol/l",25,"iBroker:K-ISE","SERUM","M",198,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"611","Study-09-0004","Study-09","4 week","INTRAGASTRIC","BW_D28","",356,"g",28,"","","M",198,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"612","Study-09-0004","Study-09","4 week","INTRAGASTRIC","BW_D1","",198,"g",1,"","","M",198,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"613","Study-09-0005","Study-09","4 week","INTRAGASTRIC","BW_D1","",189,"g",1,"","","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"614","Study-09-0005","Study-09","4 week","INTRAGASTRIC","BW_D14","",274,"g",14,"","","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"615","Study-09-0005","Study-09","4 week","INTRAGASTRIC","BW_D28","",331,"g",28,"","","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"616","Study-09-0005","Study-09","4 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.55,"mmol/l",25,"iBroker:CA-FARBT","SERUM","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"617","Study-09-0005","Study-09","4 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",3.5,"mmol/l",25,"iBroker:P","SERUM","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"618","Study-09-0005","Study-09","4 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.9,"T/l",25,"iBroker:ERY","PLASMA","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"619","Study-09-0005","Study-09","4 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",6.4,"mmol/l",25,"iBroker:K-ISE","SERUM","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"620","Study-09-0005","Study-09","4 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",151,"mmol/l",25,"iBroker:Na-ISE","SERUM","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"621","Study-09-0006","Study-09","4 week","INTRAGASTRIC","BW_D1","",183,"g",1,"","","M",183,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"622","Study-09-0006","Study-09","4 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",4.15,"mmol/l",25,"iBroker:P","SERUM","M",183,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"623","Study-09-0006","Study-09","4 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.2,"mmol/l",25,"iBroker:K-ISE","SERUM","M",183,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"624","Study-09-0006","Study-09","4 week","INTRAGASTRIC","BW_D14","",286,"g",14,"","","M",183,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"625","Study-09-0006","Study-09","4 week","INTRAGASTRIC","BW_D28","",342,"g",28,"","","M",183,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"626","Study-09-0006","Study-09","4 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.59,"mmol/l",25,"iBroker:CA-FARBT","SERUM","M",183,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"627","Study-09-0006","Study-09","4 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",149,"mmol/l",25,"iBroker:Na-ISE","SERUM","M",183,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"628","Study-09-0007","Study-09","4 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.8,"mmol/l",25,"iBroker:K-ISE","SERUM","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"629","Study-09-0007","Study-09","4 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.52,"mmol/l",25,"iBroker:CA-FARBT","SERUM","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"630","Study-09-0007","Study-09","4 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",3.95,"mmol/l",25,"iBroker:P","SERUM","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"631","Study-09-0007","Study-09","4 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",149,"mmol/l",25,"iBroker:Na-ISE","SERUM","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"632","Study-09-0007","Study-09","4 week","INTRAGASTRIC","BW_D28","",297,"g",28,"","","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"633","Study-09-0007","Study-09","4 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.16,"T/l",25,"iBroker:ERY","PLASMA","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"634","Study-09-0007","Study-09","4 week","INTRAGASTRIC","BW_D14","",251,"g",14,"","","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"635","Study-09-0007","Study-09","4 week","INTRAGASTRIC","BW_D1","",170,"g",1,"","","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"636","Study-09-0008","Study-09","4 week","INTRAGASTRIC","BW_D28","",324,"g",28,"","","M",187,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"637","Study-09-0008","Study-09","4 week","INTRAGASTRIC","BW_D1","",187,"g",1,"","","M",187,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"638","Study-09-0008","Study-09","4 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",149,"mmol/l",25,"iBroker:Na-ISE","SERUM","M",187,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"639","Study-09-0008","Study-09","4 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",3.5,"mmol/l",25,"iBroker:P","SERUM","M",187,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"640","Study-09-0008","Study-09","4 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.27,"T/l",25,"iBroker:ERY","PLASMA","M",187,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"641","Study-09-0008","Study-09","4 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.6,"mmol/l",25,"iBroker:K-ISE","SERUM","M",187,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"642","Study-09-0008","Study-09","4 week","INTRAGASTRIC","BW_D14","",274,"g",14,"","","M",187,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"643","Study-09-0008","Study-09","4 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.76,"mmol/l",25,"iBroker:CA-FARBT","SERUM","M",187,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"644","Study-09-0009","Study-09","4 week","INTRAGASTRIC","BW_D1","",170,"g",1,"","","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"645","Study-09-0009","Study-09","4 week","INTRAGASTRIC","BW_D28","",316,"g",28,"","","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"646","Study-09-0009","Study-09","4 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",153,"mmol/l",25,"iBroker:Na-ISE","SERUM","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"647","Study-09-0009","Study-09","4 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",6.6,"mmol/l",25,"iBroker:K-ISE","SERUM","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"648","Study-09-0009","Study-09","4 week","INTRAGASTRIC","BW_D14","",262,"g",14,"","","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"649","Study-09-0009","Study-09","4 week","INTRAGASTRIC","RBC","HEMATOLOGY",7.36,"T/l",25,"iBroker:ERY","PLASMA","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"650","Study-09-0009","Study-09","4 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",3.37,"mmol/l",25,"iBroker:P","SERUM","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"651","Study-09-0009","Study-09","4 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.58,"mmol/l",25,"iBroker:CA-FARBT","SERUM","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"652","Study-09-0010","Study-09","4 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.66,"mmol/l",25,"iBroker:CA-FARBT","SERUM","M",185,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"653","Study-09-0010","Study-09","4 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.44,"T/l",25,"iBroker:ERY","PLASMA","M",185,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"654","Study-09-0010","Study-09","4 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",150,"mmol/l",25,"iBroker:Na-ISE","SERUM","M",185,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"655","Study-09-0010","Study-09","4 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",3.64,"mmol/l",25,"iBroker:P","SERUM","M",185,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"656","Study-09-0010","Study-09","4 week","INTRAGASTRIC","BW_D14","",292,"g",14,"","","M",185,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"657","Study-09-0010","Study-09","4 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",7.5,"mmol/l",25,"iBroker:K-ISE","SERUM","M",185,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"658","Study-09-0010","Study-09","4 week","INTRAGASTRIC","BW_D28","",353,"g",28,"","","M",185,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"659","Study-09-0010","Study-09","4 week","INTRAGASTRIC","BW_D1","",185,"g",1,"","","M",185,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2014,6,"weeks","CO2/air"
"660","Study-11-0001","Study-11","26 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",147,"mmol/l",30,"iBroker:Na-ISE","SERUM","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"661","Study-11-0001","Study-11","26 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.77,"mmol/l",30,"iBroker:Ca","SERUM","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"662","Study-11-0001","Study-11","26 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",3.27,"mmol/l",30,"iBroker:P","SERUM","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"663","Study-11-0001","Study-11","26 week","INTRAGASTRIC","BW_D28","",328,"g",28,"","","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"664","Study-11-0001","Study-11","26 week","INTRAGASTRIC","BW_D1","",189,"g",1,"","","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"665","Study-11-0001","Study-11","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.63,"T/l",30,"iBroker:ERY","PLASMA","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"666","Study-11-0001","Study-11","26 week","INTRAGASTRIC","BW_D14","",278,"g",14,"","","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"667","Study-11-0001","Study-11","26 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",6.1,"mmol/l",30,"iBroker:K-ISE","SERUM","M",189,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"668","Study-11-0002","Study-11","26 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",148,"mmol/l",30,"iBroker:Na-ISE","SERUM","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"669","Study-11-0002","Study-11","26 week","INTRAGASTRIC","BW_D1","",190,"g",1,"","","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"670","Study-11-0002","Study-11","26 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.77,"mmol/l",30,"iBroker:Ca","SERUM","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"671","Study-11-0002","Study-11","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.73,"T/l",30,"iBroker:ERY","PLASMA","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"672","Study-11-0002","Study-11","26 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",2.78,"mmol/l",30,"iBroker:P","SERUM","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"673","Study-11-0002","Study-11","26 week","INTRAGASTRIC","BW_D14","",278,"g",14,"","","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"674","Study-11-0002","Study-11","26 week","INTRAGASTRIC","BW_D28","",315,"g",28,"","","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"675","Study-11-0002","Study-11","26 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",6,"mmol/l",30,"iBroker:K-ISE","SERUM","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"676","Study-11-0003","Study-11","26 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.81,"mmol/l",30,"iBroker:Ca","SERUM","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"677","Study-11-0003","Study-11","26 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",6.7,"mmol/l",30,"iBroker:K-ISE","SERUM","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"678","Study-11-0003","Study-11","26 week","INTRAGASTRIC","BW_D14","",271,"g",14,"","","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"679","Study-11-0003","Study-11","26 week","INTRAGASTRIC","BW_D28","",312,"g",28,"","","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"680","Study-11-0003","Study-11","26 week","INTRAGASTRIC","BW_D1","",190,"g",1,"","","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"681","Study-11-0003","Study-11","26 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",3.48,"mmol/l",30,"iBroker:P","SERUM","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"682","Study-11-0003","Study-11","26 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",148,"mmol/l",30,"iBroker:Na-ISE","SERUM","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"683","Study-11-0003","Study-11","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.82,"T/l",30,"iBroker:ERY","PLASMA","M",190,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"684","Study-11-0004","Study-11","26 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.91,"mmol/l",30,"iBroker:Ca","SERUM","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"685","Study-11-0004","Study-11","26 week","INTRAGASTRIC","BW_D28","",304,"g",28,"","","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"686","Study-11-0004","Study-11","26 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",146,"mmol/l",30,"iBroker:Na-ISE","SERUM","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"687","Study-11-0004","Study-11","26 week","INTRAGASTRIC","BW_D1","",170,"g",1,"","","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"688","Study-11-0004","Study-11","26 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",2.62,"mmol/l",30,"iBroker:P","SERUM","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"689","Study-11-0004","Study-11","26 week","INTRAGASTRIC","BW_D14","",256,"g",14,"","","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"690","Study-11-0004","Study-11","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",7.67,"T/l",30,"iBroker:ERY","PLASMA","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"691","Study-11-0004","Study-11","26 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",4.8,"mmol/l",30,"iBroker:K-ISE","SERUM","M",170,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"692","Study-11-0005","Study-11","26 week","INTRAGASTRIC","BW_D1","",182,"g",1,"","","M",182,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"693","Study-11-0005","Study-11","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.03,"T/l",30,"iBroker:ERY","PLASMA","M",182,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"694","Study-11-0005","Study-11","26 week","INTRAGASTRIC","BW_D28","",325,"g",28,"","","M",182,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"695","Study-11-0005","Study-11","26 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.84,"mmol/l",30,"iBroker:Ca","SERUM","M",182,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"696","Study-11-0005","Study-11","26 week","INTRAGASTRIC","BW_D14","",272,"g",14,"","","M",182,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"697","Study-11-0005","Study-11","26 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",147,"mmol/l",30,"iBroker:Na-ISE","SERUM","M",182,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"698","Study-11-0005","Study-11","26 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",3.31,"mmol/l",30,"iBroker:P","SERUM","M",182,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"699","Study-11-0005","Study-11","26 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",6,"mmol/l",30,"iBroker:K-ISE","SERUM","M",182,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"700","Study-11-0006","Study-11","26 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.87,"mmol/l",30,"iBroker:Ca","SERUM","M",178,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"701","Study-11-0006","Study-11","26 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",148,"mmol/l",30,"iBroker:Na-ISE","SERUM","M",178,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"702","Study-11-0006","Study-11","26 week","INTRAGASTRIC","PHOS","CLINICAL CHEMISTRY",3.17,"mmol/l",30,"iBroker:P","SERUM","M",178,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"703","Study-11-0006","Study-11","26 week","INTRAGASTRIC","RBC","HEMATOLOGY",8.46,"T/l",30,"iBroker:ERY","PLASMA","M",178,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"704","Study-11-0006","Study-11","26 week","INTRAGASTRIC","BW_D28","",324,"g",28,"","","M",178,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"705","Study-11-0006","Study-11","26 week","INTRAGASTRIC","BW_D14","",273,"g",14,"","","M",178,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"706","Study-11-0006","Study-11","26 week","INTRAGASTRIC","BW_D1","",178,"g",1,"","","M",178,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"707","Study-11-0006","Study-11","26 week","INTRAGASTRIC","K","CLINICAL CHEMISTRY",5.7,"mmol/l",30,"iBroker:K-ISE","SERUM","M",178,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"708","Study-11-0007","Study-11","26 week","INTRAGASTRIC","CA","CLINICAL CHEMISTRY",2.93,"mmol/l",30,"iBroker:Ca","SERUM","M",191,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"709","Study-11-0007","Study-11","26 week","INTRAGASTRIC","BW_D28","",318,"g",28,"","","M",191,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"710","Study-11-0007","Study-11","26 week","INTRAGASTRIC","SODIUM","CLINICAL CHEMISTRY",148,"mmol/l",30,"iBroker:Na-ISE","SERUM","M",191,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"711","Study-11-0007","Study-11","26 week","INTRAGASTRIC","BW_D14","",275,"g",14,"","","M",191,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
"712","Study-11-0007","Study-11","26 week","INTRAGASTRIC","BW_D1","",191,"g",1,"","","M",191,"RAT","WISTAR HAN","EtOH/Kol HS15/TapWater(10:40:50)",2015,7,"weeks","CO2/air"
