SEDTS_ID,DOSDUR,EXPSTDTC,GLPFL,GLPTYP,HOUSEGRP,ROUTE,SEXPOP,SNDCTVER,SNDIGVER,SPECIES,SPLANSUB,SPLRLOC,SPLRNAM,SPREFID,SSPONSOR,SSTYP,STCAT,STRAIN,STSTYP,TRMSAC,TRTV,TSTFLOC,DOSENDTC,DOSSTDTC,PDOSFRQ,SBSTRAIN,PLANFSUB,PLANMSUB,TOTANPCH,START_YEAR,MTHTRM
1235,28,2018-06-26,Y,Y,GROUP HOUSED,"c(""INTRAVENOUS"", ""ORAL GAVAGE"")",BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,36,,COVANCE,T104037-5,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,ORAL GAVAGE,P29D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,
1236,14,2018-07-17,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,6,"Lyon Cedex 02,France",MARSHALL,T104071-3,Bayer AG,REPEAT DOSE,TOX,BEAGLE,ORAL GAVAGE,P15D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,
1237,7,2018-10-01,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,6,"Lyon Cedex 02,France",MARSHALL,T104163-5,Bayer AG,REPEAT DOSE,TOX,BEAGLE,ORAL GAVAGE,P8D,ETHANOL/KOLLIPHORHS15/WATER,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,
1238,21,2019-02-19,N,N,SINGLE HOUSED,DIETARY,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,160,"Sulzfeld,Germany",CHARLES RIVER,T104319-8,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),Oral,"c(""P15D"", ""P22D"")",SSNIFFR/M-HALTUNG.MEHL,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1239,28,2019-04-30,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,24,,COVANCE,T104371-6,Bayer AG,SUBACUTE,,CYNOMOLGUS,Oral by Gavage,P29D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1240,14,2019-06-05,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,4,"Lyon Cedex 02,France",MARSHALL,T104480-7,Bayer AG,SUBACUTE,,BEAGLE,Oral by Gavage,P15D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1241,7,2019-08-20,Y,Y,GROUP HOUSED,INTRAVENOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,90,"Sulzfeld,Germany",CHARLES RIVER,T104568-4,Bayer AG,SUBACUTE,,WISTAR HAN,i.v. Short injection,"c(""P11D"", ""P8D"")",PBS/TWEEN80,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1242,4,2020-11-16,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,42,"Sulzfeld,Germany",CHARLES RIVER,T105078-1,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,ORAL GAVAGE,P4D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2020,
1244,14,2016-01-05,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,30,"Sulzfeld,Germany",CHARLES RIVER,T102437-7,Bayer AG,,,WISTAR HAN,Oral by Gavage,P16D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1245,14,2016-03-01,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,94,"Sulzfeld,Germany",CHARLES RIVER,T102570-5,Bayer AG,,,WISTAR HAN,Oral by Gavage,"c(""P15D"", ""P16D"")",PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1246,14,2016-03-15,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,45,"Sulzfeld,Germany",CHARLES RIVER,T102663-8,Bayer AG,,,WISTAR HAN,Oral by Gavage,P17D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1247,14,2016-04-01,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,70,"Sulzfeld,Germany",CHARLES RIVER,T102712-3,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,"c(""P11D"", ""P15D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1248,14,2016-05-20,Y,Y,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,66,"Sulzfeld,Germany",CHARLES RIVER,T102734-7,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,P16D,ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1249,14,2016-04-19,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,21,"Sulzfeld,Germany",CHARLES RIVER,T102736-9,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,P15D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1250,15,2016-05-31,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,46,"Sulzfeld,Germany",CHARLES RIVER,T102793-2,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,i.g.,"c(""P16D"", ""P17D"")",ETHANOL/KOLLIPHORHS15/WATER (10/40/50),"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1251,14,2016-07-19,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,50,"Sulzfeld,Germany",CHARLES RIVER,T102857-3,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,P16D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1252,14,2016-07-11,N,N,GROUP HOUSED,INTRAVENOUS BOLUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,25,"Sulzfeld,Germany",CHARLES RIVER,T102858-4,Bayer AG,TOXICOKINETICS,TOX,WISTAR,i.v. Short injection,P14D,0.9% SALINE SOLUTION,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1253,14,2016-08-02,N,N,GROUP HOUSED,DIETARY,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,68,"Sulzfeld,Germany",CHARLES RIVER,T102881-0,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral,"c(""P15D"", ""P17D"")",SSNIFFR/M-HALTUNG.MEHL,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1254,14,2016-08-09,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,50,"Sulzfeld,Germany",CHARLES RIVER,T102947-3,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,P15D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1255,14,2016-08-30,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,45,"Sulzfeld,Germany",CHARLES RIVER,T102962-0,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,"c(""P11D"", ""P16D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1256,14,2016-11-08,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"Sulzfeld,Germany",CHARLES RIVER,T103003-7,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P16D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1257,14,2016-11-15,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,52,"Sulzfeld,Germany",CHARLES RIVER,T103032-9,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,P15D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1258,14,2016-11-22,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,70,"Sulzfeld,Germany",CHARLES RIVER,T103103-8,Bayer AG,SUBACUTE,Subacute,WISTAR,Oral by Gavage,"c(""P11D"", ""P9D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2016,
1259,5,2017-01-03,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,26,"Sulzfeld,Germany",CHARLES RIVER,T103180-3,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,P6D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1260,5,2017-01-03,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,50,"Sulzfeld,Germany",CHARLES RIVER,T103187-0,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Oral by Gavage,P6D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1261,,2017-01-17,N,N,SINGLE HOUSED,INTRAVENOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,51,"Kisslegg,Germany",CHARLES RIVER,T103211-8,Bayer AG,SUBACUTE,Subacute,WISTAR,Continuous Infusion,P14D,0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1262,14,2017-02-07,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,50,"Sulzfeld,Germany",CHARLES RIVER,T103223-1,Bayer AG,,,WISTAR HAN,Oral by Gavage,"c(""P16D"", ""P3D"")",PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1263,14,2017-01-27,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,42,"Sulzfeld,Germany",CHARLES RIVER,T103226-4,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P15D,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1264,5,2017-02-08,N,N,SINGLE HOUSED,INTRAVENOUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,3,"Lyon Cedex 02,France",MARSHALL,T103248-8,Bayer AG,REPEAT DOSE,TOX,BEAGLE,i.v. Short injection,P5D,0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1265,14,2017-02-14,Y,Y,GROUP HOUSED,SUBCUTANEOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,6,,COVANCE,T103278-1,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,s.c.,,AQUAADINIECTABILIA,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1266,14,2017-06-20,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,26,"Sulzfeld,Germany",CHARLES RIVER,T103429-9,Bayer AG,SUBACUTE,,WISTAR HAN,Oral by Gavage,P16D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1267,14,2017-11-08,Y,Y,GROUP HOUSED,INTRAVENOUS BOLUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,146,"Sulzfeld,Germany",CHARLES RIVER,T103685-3,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,i.v. Short injection,"c(""P11D"", ""P16D"")",0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1268,,2018-01-30,N,N,SINGLE HOUSED,INTRAVENOUS,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RABBIT,4,"Sulzfeld,Germany",CHARLES RIVER,T103768-5,Bayer AG,,,NEW ZEALAND,i.v. Short injection,P22D,WATERfI,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,
1269,14,2018-02-13,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,90,"Sulzfeld,Germany",CHARLES RIVER,T103782-1,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,"c(""P14D"", ""P15D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,
1270,14,2018-02-27,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,48,"Sulzfeld,Germany",CHARLES RIVER,T103818-1,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,P16D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,
1271,14,2018-04-24,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,64,"Sulzfeld,Germany",CHARLES RIVER,T103924-9,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,"c(""P13D"", ""P15D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,
1272,14,2018-05-15,N,N,GROUP HOUSED,SUBCUTANEOUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,48,"Sulzfeld,Germany",CHARLES RIVER,T103927-2,Bayer AG,SUBCUTANEOUS,TOX,WISTAR HAN,SUBCUTANEOUS,P15D,PBS,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018,
1273,5,2017-02-21,N,N,GROUP HOUSED,INTRAVENOUS BOLUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,43,"Sulzfeld,Germany",CHARLES RIVER,T103298-3,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,i.v. Short injection,P6D,0.9% SALINE SOLUTION,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1274,14,2017-04-07,N,N,GROUP HOUSED,NASAL,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,32,"Sulzfeld,Germany",CHARLES RIVER,T103306-3,Bayer AG,SUBACUTE,Subacute,WISTAR HAN,Intranasal Instillation,P16D,,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1275,14,2017-03-14,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,52,"Sulzfeld,Germany",CHARLES RIVER,T103307-4,Bayer AG,SUBACUTE,,WISTAR HAN,Oral by Gavage,P15D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1276,2,2017-03-21,N,N,GROUP HOUSED,INTRAVENOUS BOLUS,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,56,"Sulzfeld,Germany",CHARLES RIVER,T103312-0,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,i.v. Short injection,"c(""P2D"", ""P3D"")",WATERfI,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1277,14,2017-04-11,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,52,"Sulzfeld,Germany",CHARLES RIVER,T103313-1,Bayer AG,SUBACUTE,,WISTAR HAN,Oral by Gavage,P15D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1278,14,2017-08-01,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,52,"Sulzfeld,Germany",CHARLES RIVER,T103321-0,Bayer AG,SUBACUTE,,WISTAR HAN,Oral by Gavage,P16D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1279,14,2017-04-04,N,N,SINGLE HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,65,"Sulzfeld,Germany",CHARLES RIVER,T103363-6,Bayer AG,REPEAT DOSE,,"CD1 (outbred), Crl:CD1(Icr)",Oral by Gavage,"c(""P15D"", ""P16D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1280,14,2019-11-26,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,48,"Sulzfeld,Germany",CHARLES RIVER,T104687-6,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral,P16D,TWEEN/CAPMULMCM,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1281,14,2019-11-26,N,N,GROUP HOUSED,ORAL GAVAGE,F,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,24,"Sulzfeld,Germany",CHARLES RIVER,T104669-6,Bayer AG,,,WISTAR HAN,Oral by Gavage,P14D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1282,14,2019-11-26,N,N,GROUP HOUSED,ORAL GAVAGE,M,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,30,"Sulzfeld,Germany",CHARLES RIVER,T104668-5,Bayer AG,,,WISTAR HAN,Oral by Gavage,P15D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1283,14,2017-05-30,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,92,"Sulzfeld,Germany",CHARLES RIVER,T103407-5,Bayer AG,SUBACUTE,,WISTAR HAN,Oral by Gavage,"c(""P13D"", ""P15D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
1284,14,2019-10-29,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,112,"Sulzfeld,Germany",CHARLES RIVER,T104649-4,Bayer AG,REPEAT DOSE,TOX,CD!(ICR),Oral by Gavage,"c(""P10D"", ""P16D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1285,14,2019-11-12,N,N,GROUP HOUSED,INTRAVENOUS BOLUS,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,48,"Sulzfeld,Germany",CHARLES RIVER,T104647-2,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,i.v. Short injection,P15D,PBS,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1286,14,2019-08-20,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,6,"Lyon Cedex 02,France",MARSHALL,T104570-7,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P15D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1287,14,2019-07-31,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,6,"Lyon Cedex 02,France",MARSHALL,T104569-5,Bayer AG,REPEAT DOSE,TOX,BEAGLE,ORAL GAVAGE,P15D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1288,14,2019-08-20,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MOUSE,148,"Sulzfeld,Germany",CHARLES RIVER,T104567-3,Bayer AG,REPEAT DOSE,TOX,CD1(ICR),Oral by Gavage,"c(""P15D"", ""P17D"")",ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1289,14,2019-07-19,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,48,"Sulzfeld,Germany",CHARLES RIVER,T104539-2,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,P15D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1290,14,2019-07-16,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,MONKEY,8,,COVANCE,T104537-0,Bayer AG,REPEAT DOSE,TOX,CYNOMOLGUS,ORAL GAVAGE,P15D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1291,14,2019-06-05,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,6,"Lyon Cedex 02,France",MARSHALL,T104479-5,Bayer AG,REPEAT DOSE,TOX,BEAGLE,Oral by Gavage,P16D,PEG400,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1292,14,2019-06-04,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,48,"Sulzfeld,Germany",CHARLES RIVER,T104464-9,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,P15D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1293,14,2019-05-07,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,48,"Sulzfeld,Germany",CHARLES RIVER,T104402-1,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,P16D,MAISINEB,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1294,14,2019-04-02,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,48,"Sulzfeld,Germany",CHARLES RIVER,T104401-0,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,P15D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppetal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1295,14,2019-04-30,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,50,"Sulzfeld,Germany",CHARLES RIVER,T104388-4,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,P16D,ETHANOL/KOLLIPHORHS15/WATER,"Wupertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1296,14,2019-03-26,N,N,SINGLE HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,DOG,8,"Lyon Cedex 02,France",MARSHALL,T104382-8,Bayer AG,REPEAT DOSE,TOX,BEAGLE,,P15D,PEG400,"Berlin, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1297,7,2019-03-12,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,64,"Sulzfeld,Germany",CHARLES RIVER,T104363-7,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,"c(""P7D"", ""P8D"")",TYLOSE,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1298,14,2019-05-14,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,48,"Sulzfeld,Germany",CHARLES RIVER,T104346-8,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,ORAL GAVAGE,P16D,ETHANOL/KOLLIPHORHS15/WATER,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019,
1299,91,2017-09-05,N,N,GROUP HOUSED,ORAL GAVAGE,BOTH,SEND Terminology 2020-05-08,SEND Implementation Guide Version 3.0,RAT,288,"Sulzfeld,Germany",CHARLES RIVER,T103533-5,Bayer AG,REPEAT DOSE,TOX,WISTAR HAN,Oral by Gavage,"c(""P1D"", ""P91D"")",TYLOSE,"Wuppertal, Germany",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017,
