SPREFID,USUBJID,BWORRES,BWORRESU,BWDY,trial_set_description,SEX
T105017-4,T105017-4-0075,185,g,3,Dose group 1,F
T105017-4,T105017-4-0075,211,g,17,Dose group 1,F
T105017-4,T105017-4-0075,219,g,21,Dose group 1,F
T105017-4,T105017-4-0075,189,g,8,Dose group 1,F
T105017-4,T105017-4-0075,217,g,28,Dose group 1,F
T105017-4,T105017-4-0075,175,g,4,Dose group 1,F
T105017-4,T105017-4-0075,220,g,22,Dose group 1,F
T105017-4,T105017-4-0075,203,g,13,Dose group 1,F
T105017-4,T105017-4-0075,226,g,29,Dose group 1,F
T105017-4,T105017-4-0075,196,g,9,Dose group 1,F
T105017-4,T105017-4-0075,214,g,18,Dose group 1,F
T105017-4,T105017-4-0075,213,g,23,Dose group 1,F
T105017-4,T105017-4-0075,172,g,-6,Dose group 1,F
T105017-4,T105017-4-0075,188,g,5,Dose group 1,F
T105017-4,T105017-4-0075,207,g,14,Dose group 1,F
T105017-4,T105017-4-0075,212,g,24,Dose group 1,F
T105017-4,T105017-4-0075,180,g,1,Dose group 1,F
T105017-4,T105017-4-0075,201,g,10,Dose group 1,F
T105017-4,T105017-4-0075,215,g,19,Dose group 1,F
T105017-4,T105017-4-0075,192,g,6,Dose group 1,F
T105017-4,T105017-4-0075,216,g,25,Dose group 1,F
T105017-4,T105017-4-0075,211,g,15,Dose group 1,F
T105017-4,T105017-4-0075,183,g,2,Dose group 1,F
T105017-4,T105017-4-0075,203,g,11,Dose group 1,F
T105017-4,T105017-4-0075,220,g,26,Dose group 1,F
T105017-4,T105017-4-0075,208,g,20,Dose group 1,F
T105017-4,T105017-4-0075,193,g,7,Dose group 1,F
T105017-4,T105017-4-0075,202,g,16,Dose group 1,F
